-
Абрикосовий 
Армійський 
Артемівський 
Белінського 
Березовий 
Бородіна 
Бузький 
Весняний 
Ветеринарний 
Вишневий 
Володарського 
Гастелло 
Герцена 
Глінки 
Гончаренко 
Горького 
Грушевий 
Дачний 
Дзержинського 
Докучаєва 
Дорожний 
Жовтневий 
Заводський 
Затишний 
Захарова 
Зелений 
Іпатових братів 
Карла Лібкнехта 
Карпенка 
Козацький 
Коларова 
Котика Валі 
Кошевого Олега 
Кузнечний 
Кузнєцова 
Лазо 
Ломоносова 
Лугового 
Мертвоводський 
Михайловський 
Молодіжний 
Морозова 
Нагорний 
Нахімова 
Новий 
Олександровський 
Онуфрієнко 
Павлова 
Парниковий 
Пестеля 
Південий 
Пірогова 
Поперечний 
Пролетарський 
Радісний 
Радіщева 
Радянський 
Раскової 
Рилєєва 
Річний 
Робочий 
Свердлова 
Смекаліна 
Сонячний 
Тихий 
Толбухіна
Тополиний 
Транспортний 
Туполєва 
Український 
Ульянівський 
Урсулова 
Усенко 
Уютний 
Фруктовий 
Фурманова 
Хмельницького 
Цегляний 
Циолковського 
Чайковського 
Червоноармійський 
Чехова 
Чкалова 
Шкільний 
Щепкіна 
Яблуневий 
Янтарний 
8-го Березня
